i,c_idx
13695,107
13695,28
14132,24
14132,86
14132,51
14132,0
14132,59
12942,0
12942,122
13456,33
13456,0
12837,87
12837,380
12837,60
12837,0
12837,267
12837,59
13835,88
13835,91
13835,89
13835,90
13835,79
13187,240
13187,132
13187,1
13187,528
13458,146
13458,184
13458,30
13458,58
13458,171
14133,692
14133,328
14133,112
14133,79
14133,329
14179,176
14179,151
14179,0
14179,225
14088,79
14088,120
13549,623
13549,299
13549,158
13549,27
13549,28
13549,219
13664,11
13664,13
13664,0
13664,9
13664,18
13664,24
13539,19
13539,125
13539,126
13539,1
13641,0
13641,24
13641,51
13641,1
13641,10
13641,132
14165,443
14165,1
14165,114
13669,506
13669,30
13669,172
13669,58
13669,28
14250,34
14250,246
14250,139
14250,164
14250,27
14250,413
14250,422
14250,39
14250,950
13323,305
13323,154
13323,50
13323,32
13323,194
13323,79
13323,223
14227,3
14227,1
13000,524
13000,0
13952,5
13952,204
13952,0
13952,6
14217,32
14217,50
14217,208
14217,31
13793,1
13793,100
13793,3
13462,155
13462,128
13462,65
13462,751
13462,16
13388,58
13388,447
13388,1009
13388,30
13388,27
13388,63
13388,321
13785,7
13785,430
13785,0
13941,24
13941,129
13941,18
13941,13
13941,66
13941,9
13941,11
13941,47
13941,0
13941,152
13888,303
13888,9
13888,11
13944,186
13944,28
13944,185
13944,293
13154,66
13154,43
13154,37
13154,39
13154,283
13154,38
13314,18
13314,11
13314,9
13314,303
13314,0
14119,726
14119,7
14119,607
14119,0
13646,387
13646,11
13646,41
13646,39
13646,513
13646,9
13885,32
13885,305
13885,223
13885,173
13885,194
13885,79
13885,206
13885,193
13533,47
13533,74
13533,99
13533,0
13533,872
13533,13
13533,621
13533,6
13533,1
13754,356
13754,237
13754,357
13754,27
13754,130
14078,1
14078,3
14078,218
14078,4
14078,59
14078,0
13026,150
13026,355
13026,0
13016,122
13016,11
13016,0
13016,9
13016,52
13016,8
13016,1
13005,5
13005,0
13657,383
13657,45
13657,110
13657,108
13657,909
13657,30
12924,360
12924,1
12924,114
13858,28
13858,186
13858,293
12896,240
12896,1
12896,4
12896,130
13933,506
13933,279
13933,30
13933,172
13933,58
13933,28
13357,97
13357,39
13357,66
13410,293
13410,186
13410,28
13315,183
13315,5
13315,6
13315,0
13315,74
13892,515
13892,30
13892,112
13892,516
13892,279
13892,79
13892,313
12918,154
12918,173
12918,32
12918,194
12937,245
12937,1
12937,114
13489,0
13489,175
13489,59
13810,99
13810,47
13810,0
14135,107
14135,527
14135,293
14135,106
14135,186
14135,28
13391,344
13391,0
13391,310
13391,459
12904,416
12904,61
12904,3
12904,132
12904,218
12904,1
12904,114
12904,20
13667,164
13667,34
13667,27
13950,55
13950,27
13705,186
13705,28
13705,293
13920,39
13920,168
14159,32
14159,50
13416,291
13416,0
13416,74
13230,29
13230,30
13230,149
13230,79
13275,398
13275,255
13275,256
13275,257
13275,455
13275,30
13718,147
13718,58
13718,27
13718,30
13718,598
13718,137
13718,253
13718,249
13293,27
13293,137
13293,58
13293,410
13293,30
12950,28
12950,46
12950,108
12950,110
12950,244
12950,30
12950,107
12950,588
12950,345
12950,45
13214,3
13214,132
13214,1
13214,150
13214,339
13214,0
13703,16
13703,358
13703,63
13895,690
13895,79
13895,112
13023,30
13023,62
13749,0
13749,10
13749,12
13043,0
13043,6
13043,7
13302,195
13302,49
13302,32
13302,48
13302,208
13302,50
13302,193
13302,194
13098,60
13098,0
13098,1
13098,3
13985,324
13985,28
13985,30
13985,62
13985,170
13274,193
13274,194
13274,198
13274,378
13274,154
13274,32
12861,475
12861,65
13266,0
13266,263
13266,430
13266,1
13266,24
12961,125
12961,126
12961,22
12961,0
12961,9
12961,214
12961,582
12961,11
12961,12
12961,224
12961,1
12979,151
12979,47
12979,0
12979,227
13624,112
13624,79
13624,785
13624,148
14137,77
14137,30
13052,309
13052,269
13052,80
13052,65
13422,173
13422,79
13422,30
13422,206
13422,32
13422,203
13422,223
13422,452
13782,21
13782,117
13928,583
13928,80
13928,65
13928,544
13928,231
13928,158
13007,176
13007,1
13007,3
13007,60
13007,24
13007,0
13034,206
13034,32
13580,173
13580,32
14034,763
14034,0
14098,45
14098,49
14098,48
14098,108
14098,50
14098,30
14098,32
13561,100
13561,59
13561,0
13561,1
13561,132
13488,34
13488,35
13488,27
13488,229
13948,0
13948,33
13948,74
13948,47
13541,291
13541,0
14054,28
14054,299
13704,57
13704,55
13704,27
13435,164
13435,27
13435,34
14266,3
14266,86
14266,0
14266,1
13602,3
13602,1
13991,246
13991,34
13991,27
13991,35
12977,33
12977,0
12977,71
13066,13
13066,24
13066,0
13066,268
13066,473
12953,57
12953,56
12953,53
12953,450
12953,135
12953,28
12953,27
12953,412
12953,21
13790,21
13790,1
13790,25
13790,3
13790,23
13698,27
13698,30
13698,147
13698,58
13698,249
13698,581
13698,55
13698,737
13381,0
13381,33
13270,128
13270,65
13270,16
13845,1
13845,218
13313,188
13313,190
13313,192
13313,187
14059,447
14059,139
14059,446
14059,27
14170,8
14170,0
14170,11
14170,9
14170,214
14170,169
14170,150
14102,115
14102,47
14102,0
14194,161
13273,0
13273,33
13769,9
13769,11
13769,303
14174,240
14174,1
14174,47
14174,18
14174,0
14174,608
14232,30
14232,180
14232,45
12838,125
12838,126
12838,33
12838,0
12838,1
12838,71
12838,319
12838,14
12883,273
12883,1
12883,0
12883,473
12883,228
12883,24
12883,894
12883,132
12923,6
12923,0
13659,0
13659,65
13659,9
13659,128
13659,11
13659,24
13659,73
13659,72
13177,195
13177,50
13177,32
13587,100
13587,0
13587,1
13587,3
14143,95
14143,30
14143,289
14143,288
14143,65
14143,287
13684,25
13684,1
14124,955
14124,956
14124,957
14124,708
14124,130
14124,419
14124,537
14124,540
14128,59
14128,0
14128,11
14128,10
14128,9
13832,20
13832,1
13671,223
13671,188
13671,65
13671,16
13671,190
13671,32
13671,173
13671,262
13671,80
13671,79
13671,297
13943,4
13943,464
13943,1
13943,490
13943,0
12857,29
12857,149
12857,79
12857,112
12857,30
12857,574
13385,18
13385,59
13385,9
13385,0
13385,11
14079,100
14079,3
14079,1
13747,312
13747,112
13747,79
13631,79
13631,90
13631,158
13631,91
13631,623
13380,39
13380,37
13380,353
13188,0
13188,10
13568,32
13568,173
13568,305
13568,198
13568,206
13568,331
13568,79
13568,860
13568,193
13568,194
13568,223
14252,47
14252,304
14252,59
14252,415
14252,13
14252,839
14252,153
14252,0
14252,11
14252,9
14172,199
14172,200
14172,108
14172,62
14172,45
14172,30
13725,980
13725,95
13725,981
13725,65
13725,289
13725,231
13725,772
13725,158
13725,30
13628,173
13628,79
13628,32
13628,223
13633,79
13633,90
13633,91
13633,89
13633,92
13237,113
13237,151
13237,1
13237,0
13237,20
13237,114
13237,442
13004,267
13004,879
13004,0
13511,90
13511,79
13511,92
13511,91
13511,275
14011,293
14011,186
14011,28
13041,0
13795,21
13795,311
14082,88
14082,91
14082,92
14082,79
13224,30
13224,45
13224,108
13224,62
13224,110
13440,12
13440,0
12907,9
12907,129
12907,0
12907,11
12907,165
13778,65
13778,475
13778,771
13778,63
13436,291
13436,176
13436,75
13436,0
13436,60
13665,9
13665,72
13665,11
12954,182
12954,1
12954,19
12954,0
13450,66
13450,39
13450,97
13964,0
13964,84
14065,35
14065,34
14065,229
14065,27
14065,246
12929,414
12929,248
12929,219
12929,56
12929,794
12929,28
12929,27
12929,885
13673,475
13673,317
13673,467
13673,65
13673,771
13804,110
13804,324
13804,62
13804,28
13804,45
13804,30
13804,323
13286,0
13286,9
13286,8
13286,183
13286,47
13286,11
13286,98
13286,66
13286,122
13286,18
13608,27
13608,249
13608,286
13482,21
13482,296
13482,117
13482,354
13482,734
13198,32
13198,154
14223,1
14223,3
14223,495
12858,0
12858,12
13737,32
13737,154
13176,33
13176,0
13176,2
13176,319
13176,1
13176,3
13978,117
13978,21
13978,460
13978,354
13978,351
13572,4
13572,1
13572,3
12978,30
12978,171
12978,184
12978,518
12978,58
12990,151
12990,0
13564,110
13564,45
13564,30
13564,62
13564,108
13564,46
13564,199
13564,200
13564,180
13956,28
13956,158
13956,162
13956,156
13916,744
13916,162
13916,158
13916,156
13916,28
13911,16
13911,39
13911,43
13911,63
13576,16
13576,436
13576,65
13576,468
13576,434
13336,1
13336,20
13336,114
13336,4
13336,500
13336,816
13336,512
13336,360
13336,130
14246,0
14246,304
14246,553
14246,225
13789,117
13789,483
13789,296
13789,21
13789,351
13322,1
13322,122
13322,0
13322,240
13812,1
13812,114
13812,463
13812,20
14236,28
14236,130
14236,234
14236,367
13461,12
13461,24
13461,0
13461,99
13929,30
13929,45
13929,502
14053,460
14053,21
14053,117
13537,18
13537,72
13537,394
13537,11
13537,375
13537,0
13537,9
12997,11
12997,1
12997,66
12997,3
12997,9
12997,365
12997,415
12960,173
12960,63
12960,50
12960,32
12960,16
12960,194
12960,193
12960,260
12960,30
14231,0
14231,11
14231,105
14231,9
14231,8
14231,24
14231,122
14231,47
14231,30
14231,59
14238,283
14238,177
14238,178
14238,470
14238,66
14238,30
13346,8
13346,11
13346,303
13346,9
13346,701
14121,51
14121,52
14121,1
14121,0
14121,3
13821,389
13821,161
13821,388
13821,28
13369,66
13369,98
13369,16
13369,350
13369,11
12955,0
12955,10
13777,100
13777,1
13777,3
13220,358
13220,63
13220,16
13521,31
13521,32
12938,0
12938,75
12938,291
12938,122
14263,249
14263,598
14263,556
14263,27
14263,842
14263,703
14263,414
14263,767
14097,250
14097,479
14097,411
14097,302
14097,27
14104,0
14104,459
14104,8
14104,9
14104,66
14104,98
14104,11
13709,90
13709,92
13709,91
13709,79
13709,88
14112,12
14112,685
14112,1
14112,114
14112,0
14112,10
13963,27
13963,35
13963,34
13963,229
14039,30
14039,260
14039,16
13143,28
13143,107
13143,527
13143,293
13143,186
13972,0
13972,267
13972,273
13972,559
13972,879
13752,114
13752,508
13752,1
13546,49
13546,195
13546,50
13546,32
13546,31
13546,154
13546,194
13819,90
13819,91
13819,79
14200,0
14200,60
14200,24
14200,176
14200,10
13294,11
13294,129
13294,9
13428,59
13428,224
13428,3
13428,66
13428,0
13428,4
13428,86
13428,1
13428,152
14025,3
14025,59
14025,14
14025,1
14025,291
14025,0
14025,319
14193,477
14193,27
14193,479
13112,9
13112,11
13112,0
13112,122
13965,120
13965,119
13965,112
13965,79
13128,375
13128,73
13128,11
13128,9
13210,9
13210,303
13210,12
13210,11
13210,0
14184,47
14184,0
14184,183
14184,13
14184,122
13407,13
13407,24
13407,0
13407,51
13571,21
13571,351
13877,32
13877,50
13877,208
13877,31
13607,0
13607,51
14050,151
14050,0
14074,0
14074,20
14074,549
14074,245
14074,1
14074,114
14074,225
13238,102
13238,289
13238,95
13238,45
13238,94
13238,30
12846,21
12846,296
12846,167
12846,117
12846,354
13595,77
13595,30
13595,79
13577,32
13577,173
13784,350
13784,1
13784,11
13784,3
13784,16
13784,0
13784,59
13784,86
13784,24
13404,293
13404,186
13404,107
13404,527
13404,28
13591,1
13591,0
13591,291
13591,33
12829,11
12829,9
12829,122
12829,298
12829,0
13857,25
13857,1
14052,194
14052,32
14052,740
12839,0
12839,490
12839,24
12839,13
13736,122
13736,33
13736,0
13617,28
13617,293
13617,186
13031,0
13031,12
13883,27
13883,479
13953,9
13953,11
13953,214
13953,0
13953,59
13953,24
13953,789
13953,51
14033,114
14033,30
14033,508
14033,16
14033,1
14033,69
14033,757
13006,18
13006,24
13006,0
13006,9
13006,228
13006,11
13433,154
13433,194
13433,193
13433,32
13433,173
14007,30
14007,110
14007,45
14007,146
14007,58
14007,108
13582,73
13582,11
13582,10
13582,9
13582,0
13621,293
13621,107
13621,28
13621,186
14016,3
14016,1
14152,61
14152,59
14152,24
14152,0
14152,1
13910,190
13910,189
13910,192
13910,188
14150,221
14150,79
14198,12
14198,0
14198,10
13468,208
13468,31
13468,48
13468,32
13468,50
13593,82
13593,65
13593,80
13394,22
13394,0
13394,24
13394,52
12852,637
12852,0
12852,11
12852,1
12852,9
12852,464
12852,213
12852,129
13174,62
13174,30
13890,272
13890,30
14154,74
14154,12
14154,151
14154,0
14154,152
14154,66
14154,176
13185,79
13185,91
13185,92
13185,90
13755,30
13755,45
13755,46
13575,164
13575,27
13575,34
14190,59
14190,0
14190,12
14190,10
13969,1
13969,114
13559,132
13559,240
13559,133
13559,114
13559,1
13721,177
13721,66
13721,283
13721,361
13721,30
13721,178
13721,101
13478,193
13478,194
13478,154
13478,32
13353,24
13353,22
13353,0
13841,65
13841,475
13841,468
13841,858
13841,63
13205,0
13205,18
13205,1
13205,430
13205,114
13613,21
13613,117
14026,11
14026,183
14026,9
14026,0
14026,47
14026,8
13912,246
13912,27
13912,34
14225,130
14225,532
14225,535
14225,66
14114,412
14114,351
14114,21
12856,1
12856,240
13601,11
13601,73
13601,9
14041,331
14041,451
14041,79
14041,32
14041,546
14041,173
14041,223
14173,31
14173,32
14177,153
14177,132
14177,0
14177,789
14177,24
14177,1
13133,0
13133,12
12913,27
12913,28
12913,479
12913,252
12913,477
13731,83
13731,152
13731,4
13731,66
13731,1
13836,50
13836,30
13836,260
13836,31
13836,32
13836,208
13836,16
13836,131
14027,66
14027,712
12944,0
12944,9
12944,18
12944,394
12944,375
12944,11
12944,129
13308,188
13308,261
13308,190
13308,189
13308,192
13560,33
13560,0
13560,281
13560,74
12943,31
12943,32
14244,298
14244,0
14244,263
14244,1
13723,50
13723,198
13723,32
13723,48
13723,49
13723,193
13723,194
13723,154
13610,245
13610,1
13610,114
13610,25
13610,20
13852,32
13852,154
13305,34
13305,164
13305,246
13305,27
12889,0
12889,12
13992,494
13992,493
13992,158
13992,768
13992,140
13992,16
13992,118
13992,27
13992,28
13992,34
13992,1010
13992,130
13992,231
13992,570
13992,1011
14228,304
14228,390
14228,0
14228,429
14228,176
14228,12
13530,11
13530,9
13530,394
12900,59
12900,339
12900,150
12900,0
13556,82
13556,28
13556,162
13556,65
13556,80
13873,0
13873,12
13783,30
13783,45
13783,180
12847,0
12847,73
12847,74
12847,11
12847,5
12847,9
12952,304
12952,24
12952,0
12952,429
13398,0
13398,59
13398,22
13398,24
13085,9
13085,310
13085,0
13085,18
13085,8
13085,11
13085,459
13871,28
13871,411
13871,237
13871,736
13871,27
13871,26
13163,91
13163,312
13163,90
13163,112
13163,275
13163,79
13163,92
13368,350
13368,231
13368,440
13368,16
13368,158
13368,11
13169,32
13169,154
13570,269
13570,80
13570,65
14073,2
14073,218
14073,3
14073,5
14073,204
14073,1
14073,0
14073,6
12898,9
12898,11
12898,122
12898,182
12898,263
12898,475
12898,0
12898,213
12898,65
12898,298
12898,1
12898,125
12898,126
12898,18
13689,45
13689,30
13689,46
14129,18
14129,0
14092,21
14092,282
14092,166
13329,748
13329,122
13329,429
13329,0
13330,549
13330,114
13330,1
13330,245
13766,239
13766,31
13766,50
13766,32
13766,48
13159,104
13159,260
13159,30
13159,16
13484,28
13484,299
13516,309
13516,222
13516,65
13516,81
13516,80
13516,269
13516,82
12849,97
12849,39
12849,66
12849,98
14070,218
14070,2
14070,1
13088,190
13088,187
13088,188
13242,0
13242,33
12983,0
12983,24
13038,0
13038,59
13038,74
13038,33
13476,0
13476,86
13476,11
13476,9
13765,186
13765,28
13765,293
14075,11
14075,9
14075,24
14075,0
14075,459
13652,9
13652,0
13652,11
13652,8
13652,10
13652,47
12840,100
12840,24
12840,268
12840,1
12840,3
12840,0
12840,99
13344,158
13344,16
13344,439
13344,677
13470,0
13470,12
13352,62
13352,359
13352,30
13352,161
13491,51
13491,394
13491,9
13491,11
13491,122
13491,13
13491,0
13711,32
13711,154
13283,299
13283,28
13181,188
13181,187
13181,190
13247,358
13247,0
13247,63
13247,16
14145,479
14145,27
14145,594
14145,477
13830,33
13830,0
13980,91
13980,90
13980,79
13685,65
13685,80
13685,81
13685,32
13685,305
13685,206
13685,173
14106,504
14106,158
14220,39
14220,168
14157,3
14157,1
14203,65
14203,465
14203,21
14203,28
14203,30
14203,299
14203,1012
14203,58
14203,1013
14203,1014
14203,130
13387,0
13387,59
13387,122
13536,197
13536,617
13536,418
13536,620
13536,130
12833,273
12833,777
12833,0
12833,59
12833,10
12833,341
12833,84
13075,21
13075,243
13025,190
13025,294
13025,188
12972,79
12972,90
12972,275
12972,92
12972,91
13524,1
13524,20
13092,97
13092,39
13092,66
13092,98
12981,146
12981,58
12981,260
12981,66
12981,46
12981,30
12981,45
12981,110
12981,177
12981,361
12981,437
12981,16
12981,101
12981,108
13583,45
13583,30
13583,526
13583,108
13583,180
14224,60
14224,12
14224,13
14224,0
13051,0
13051,11
13051,18
13051,9
13051,51
13051,8
13051,122
13395,161
13395,389
13393,3
13393,1
13393,339
13393,0
13393,59
13393,86
13280,173
13280,32
13280,193
13280,198
13280,194
13280,154
14207,343
14207,11
14207,9
14207,74
14207,0
13022,259
13022,16
13372,350
13372,16
13372,9
13372,11
13279,28
13279,107
13588,59
13588,52
13588,0
13588,153
13056,734
13056,21
13056,117
13596,1
13596,240
13596,3
13596,2
12843,3
12843,1
12843,314
13818,32
13818,154
13615,132
13615,1
13615,240
13615,528
14002,0
14002,12
14042,0
14042,608
14042,11
14042,9
14219,0
14219,1
14219,3
14219,4
14219,52
12888,9
12888,0
12888,11
12888,304
12888,415
12888,270
12940,387
12940,41
12940,39
12940,513
12940,11
12940,9
13915,528
13915,240
13915,132
13915,1
13178,791
13178,261
13178,297
13178,188
13178,190
13178,192
14233,224
14233,12
14233,1
14233,0
13438,276
13438,90
13438,91
13438,92
13438,79
13103,1
13103,0
13103,4
14148,1
14148,218
14148,60
14148,0
14148,613
14257,30
14257,379
13130,16
13130,260
13130,30
13130,32
13130,242
13993,473
13993,176
13993,0
13993,151
13082,32
13082,198
14056,661
14056,607
14056,0
14000,0
14000,175
13252,349
13252,11
13252,16
13672,516
13672,45
13672,515
13672,279
13672,30
13431,267
13431,0
14068,24
14068,0
14068,12
14068,13
14068,228
13625,48
13625,32
13625,50
14071,65
14071,158
14071,156
14071,28
14071,82
14071,80
14071,162
14081,5
14081,0
14081,74
14081,11
14081,73
14081,6
14081,9
14081,76
13241,129
13241,350
13241,16
13241,9
13241,11
14136,34
14136,27
14136,164
13908,762
13908,620
13908,130
13908,421
13908,617
13908,197
13908,28
14241,196
14241,197
13614,66
13614,176
13614,152
13614,429
13614,304
13614,0
13434,20
13434,3
13434,1
13962,169
13962,9
13962,11
13962,0
13962,10
13651,359
13651,161
12876,240
12876,1
12876,4
12876,224
12876,132
14058,208
14058,32
14058,31
14058,50
13249,50
13249,32
13826,6
13826,0
12832,508
12832,30
12832,502
12832,52
12832,125
12832,126
12832,360
12832,33
12832,1
12832,240
12832,132
12832,47
12832,352
12832,61
12832,416
12832,272
12832,133
12832,245
12832,629
12832,271
12832,127
12832,63
12832,113
12832,0
12832,114
12832,16
12832,218
12832,290
12832,500
12832,3
12832,4
12832,430
12832,661
12832,95
12832,20
12832,45
12879,0
12879,12
13195,24
13195,0
13195,13
13195,228
12899,0
12899,216
12965,12
12965,267
12965,0
12853,65
12853,269
12853,222
12853,80
13307,77
13307,78
13307,79
13307,25
13307,1
13307,30
14208,120
14208,91
14208,119
14208,79
14208,112
14208,329
14199,187
14199,261
14199,190
14199,188
13365,0
13365,415
13365,4
13365,11
13365,59
13365,9
13365,1
13365,86
13153,406
13153,11
13696,12
13696,10
13696,0
13432,90
13432,91
13432,79
13565,65
13565,80
13565,81
13565,82
14218,169
14218,12
14218,11
14218,459
14218,9
14218,582
14218,1
14218,0
13341,0
13341,22
13341,24
13519,20
13519,45
13519,1
13519,30
13519,502
13519,77
13415,48
13415,50
13415,32
13415,195
13059,225
13059,0
13059,151
13059,52
13059,11
13146,240
13146,1
13146,528
13146,132
13715,117
13715,21
13715,460
13715,354
13645,218
13645,3
13645,1
13645,61
13706,65
13706,81
13706,82
13706,80
13553,148
13553,79
13120,188
13120,189
13120,190
13120,192
13876,117
13876,21
12934,47
12934,9
12934,18
12934,11
12934,0
14093,472
14093,437
14093,30
14093,745
13693,100
13693,3
13693,61
13693,1
13213,151
13213,125
13213,126
13213,129
13213,18
13213,0
13213,1
13213,11
13213,9
12830,18
12830,0
12830,132
12830,1
12830,133
12830,122
12830,114
12830,59
14123,66
14123,16
14123,73
14123,98
14123,350
14123,8
14123,11
14123,9
12892,74
12892,0
12892,122
12892,75
12892,71
12892,33
14087,1
14087,12
14087,0
14087,19
14087,17
13976,430
13976,151
13976,0
13649,39
13649,41
13208,263
13208,1
13208,273
13208,0
13208,152
13208,66
13208,84
12882,61
12882,0
12882,4
12882,1
12882,24
13959,30
13959,506
13959,172
13959,28
13959,485
13959,58
13959,184
13959,585
13029,188
13029,190
13029,261
13889,263
13889,1
13889,0
13889,99
13889,338
13889,268
13889,281
13147,59
13147,0
13141,1
13141,3
13732,229
13732,35
13732,34
13732,27
13401,18
13401,51
13401,24
13401,0
13401,99
13401,9
13401,13
13401,11
13401,72
13401,122
13677,479
13677,27
13764,14
13764,0
13764,33
13764,47
13049,122
13049,0
13049,1
12911,1
12911,228
12911,20
12911,22
12911,0
12987,267
12987,807
12987,8
12987,11
12987,0
12987,656
12987,9
12894,104
12894,231
12894,16
12894,11
12894,405
12894,158
12894,440
14096,149
14096,574
14096,112
14096,79
13495,30
13495,252
13495,237
13495,525
13495,279
13495,393
13495,140
13495,479
13495,28
13495,27
13803,30
13803,27
13803,146
13803,58
13803,286
13813,0
13813,12
13074,290
13074,0
13074,114
13074,14
13074,132
13074,47
13074,1
13847,32
13847,334
13847,91
13847,92
13847,79
13847,88
13868,34
13868,27
13868,164
13901,1
13901,3
13901,100
13493,137
13493,27
13493,136
13520,59
13520,0
13520,122
13597,0
13597,3
13597,1
13036,101
13036,686
13036,108
13036,103
13036,45
13036,30
13036,105
14009,33
14009,0
13319,0
13319,430
13319,273
13069,0
13069,291
13083,218
13083,1
13083,0
13942,0
13942,33
13300,1
13300,25
13300,125
13300,126
13300,19
13545,0
13545,99
13545,18
13545,24
13545,66
13545,153
13545,122
13545,281
13545,152
12845,0
12845,33
12845,10
13100,114
13100,463
13100,1
13287,2
13287,132
13287,1
13287,218
13287,3
13287,291
13287,0
14061,255
14061,256
14061,257
14061,11
14061,398
14061,30
14061,406
12891,33
12891,0
14251,34
14251,27
14251,229
13860,27
13860,30
13860,177
13860,178
13860,58
13860,66
13860,456
13860,321
13145,1
13145,0
13145,86
13145,3
13348,154
13348,31
13348,50
13348,32
14018,33
14018,0
14091,21
14091,351
14091,412
14091,420
14091,880
13363,263
13363,1
13170,12
13170,0
14234,5
14234,6
14234,0
13245,568
13245,16
13670,130
13670,372
12994,305
12994,535
12994,50
12994,66
12994,32
12994,283
13191,0
13191,9
13191,182
13191,8
13191,129
13191,11
13504,91
13504,79
13504,89
12855,164
12855,0
12855,59
12855,310
12855,11
12855,344
12855,34
12855,27
12855,9
13419,32
13419,173
13419,305
14021,296
14021,21
13799,185
13799,28
13799,293
13799,186
13753,0
13753,74
13569,229
13569,396
13569,27
13569,246
13569,34
13569,35
13569,164
13809,23
13809,354
13809,21
13809,117
13809,734
12921,8
12921,122
12921,9
12921,0
12921,183
12921,47
12921,11
13702,170
13702,62
13702,30
13261,0
13261,122
13578,670
13578,602
13578,112
13578,79
13439,259
13439,16
14095,0
14095,24
13635,30
13635,179
13635,1
13635,177
13635,58
13635,114
13635,20
13635,146
13699,35
13699,27
13699,554
13699,418
13699,34
13699,197
13699,326
13699,229
13808,437
13808,502
13808,108
13808,58
13808,184
13808,45
13808,30
13808,180
13808,46
13310,32
13310,333
13310,193
13310,198
13310,194
13310,332
13310,741
13326,27
13326,55
13855,282
13855,166
13855,21
13094,0
13094,228
12985,188
12985,190
12985,189
12985,130
12985,192
13260,1
13260,528
13260,132
13260,66
13260,240
13260,152
14176,602
14176,112
14176,79
13574,20
13574,1
13574,125
13574,126
13574,0
13574,226
13574,25
13574,13
13574,24
13574,22
13080,623
13080,158
12992,52
12992,13
12992,218
12992,122
12992,1
12992,319
12992,74
12992,176
12992,0
12992,60
13585,0
13585,153
13585,99
13585,122
13033,0
13033,24
13033,10
12835,219
12835,27
14085,65
14085,284
14085,318
14085,0
14085,10
14085,11
14085,18
14085,8
14085,16
14085,9
13594,187
13594,188
13807,154
13807,305
13807,32
13807,193
13807,198
13807,194
14147,0
14147,429
13337,171
13337,28
13337,30
13337,324
13337,170
13886,51
13886,52
13886,0
13265,39
13265,43
14153,1
14153,0
14153,47
14153,10
14153,125
14153,126
14153,99
14153,18
14153,72
14153,11
14153,9
14038,56
14038,749
14038,1015
14038,27
14038,53
14038,364
14038,130
14038,28
14038,400
14038,966
14038,79
13070,9
13070,303
13070,11
13070,72
13017,9
13017,11
13102,261
13102,190
13102,294
13102,30
13102,188
14057,21
14057,117
13535,33
13535,291
13535,47
13535,497
13535,0
13377,194
13377,193
13377,154
13377,32
13854,30
13854,272
13854,260
13854,16
13623,34
13623,246
13623,27
14127,12
14127,213
14127,9
14127,11
14127,129
14127,0
13467,359
13467,161
13467,65
13467,475
13467,545
13977,0
13977,474
14100,0
14100,99
14100,12
14100,10
13035,0
13035,52
13035,12
12971,168
12971,39
13248,281
13248,343
13248,52
13248,0
13469,59
13469,51
13469,122
13469,228
13469,86
13469,268
13469,281
13469,0
13062,260
13062,158
13062,16
13062,30
13062,439
13062,69
13062,606
13390,33
13390,0
13656,30
13656,28
13656,178
13656,177
13284,1
13284,245
13284,4
13284,114
13284,113
13118,173
13118,811
13118,333
13118,32
13118,154
13118,206
12969,24
12969,59
12969,1
12969,3
12969,0
13853,95
13853,65
13853,30
13853,93
13853,94
13853,80
13838,317
13838,284
13838,65
13828,539
13828,537
13828,555
13828,469
13828,419
13828,130
13008,0
13008,271
13008,1
13008,132
13008,240
12872,22
12872,0
14180,3
14180,1
14180,0
14180,132
14180,86
14180,4
13465,389
13465,388
13465,28
13465,161
14024,437
14024,45
14024,109
14024,30
14204,79
14204,292
12925,3
12925,0
12925,59
12925,1
12925,240
14158,117
14158,21
14167,0
14167,1
14167,25
14167,86
14167,399
13351,154
13351,32
13351,206
13351,173
13149,20
13149,0
13149,114
13149,113
13149,4
13149,84
13149,1
13781,503
13781,113
13781,442
13781,20
13781,0
13781,1
13781,114
13158,59
13158,13
13158,0
13158,122
14117,131
14117,30
14117,32
13650,1
13650,3
13637,3
13637,1
13637,100
13028,32
13028,154
13345,86
13345,1
13345,0
13345,4
13196,91
13196,79
13196,89
13196,277
14008,0
14008,12
14008,24
13522,45
13522,30
13522,686
12890,11
12890,182
12890,150
12890,214
12890,129
12890,9
12890,0
12890,122
12890,169
12890,8
13335,0
13335,99
13335,228
13335,12
13547,11
13547,104
13547,16
13547,231
13547,375
13547,318
13547,583
13547,158
13547,544
13547,65
13547,80
12909,168
12909,39
12881,175
12881,122
12881,150
12881,0
12881,59
13761,793
13761,30
13095,13
13095,0
13095,263
13095,1
13095,122
13095,18
12948,18
12948,240
12948,132
12948,0
12948,3
12948,1
12948,122
13156,66
13156,159
13156,486
13156,487
13156,161
13156,16
13156,98
13258,66
13258,428
13258,13
13258,152
13258,1
13258,24
13258,0
13382,168
13382,39
14072,4
14072,1
14072,61
13730,0
13730,59
13730,4
13730,61
13730,3
13730,1
13884,31
13884,32
13884,195
13884,50
13884,48
13884,208
13893,32
13893,50
13502,52
13502,0
13502,51
12970,437
12970,30
12970,45
12970,105
12970,686
12970,63
13984,149
13984,30
13984,29
13984,79
13444,114
13444,113
13444,1
13444,443
13505,353
13505,39
13505,42
13505,37
13403,32
13403,154
13563,438
13563,28
13211,39
13211,733
13211,97
13211,66
14195,28
14195,248
13757,0
13757,59
14240,314
14240,1
14040,30
14040,58
14040,146
14040,889
14040,184
13114,122
13114,11
13114,8
13114,19
13114,9
13114,0
13114,1
13114,18
13619,31
13619,32
13899,27
13899,249
13899,302
