u,deg_inter
165007,1
165008,1
165009,1
165010,2
165011,1
165012,1
165013,1
165014,1
165015,1
165016,1
165017,1
165018,1
165019,1
165020,1
165021,1
165022,1
165023,1
165024,1
165025,1
165026,1
165027,1
165028,3
165029,1
165030,1
165031,2
165032,3
165033,1
165034,4
165035,1
165036,1
165037,1
165038,1
165039,1
165040,1
165041,1
165042,1
165043,1
165044,1
165045,1
165046,1
165047,1
165048,1
165049,1
165050,1
165051,1
165052,1
165053,1
165054,1
165055,1
165056,1
165057,1
165058,1
165059,1
165060,1
165061,1
165062,1
165063,1
165064,1
165065,1
165066,1
165067,1
165068,1
165069,1
165070,2
165071,1
165072,1
165073,1
165074,1
165075,1
165076,1
165077,1
165078,2
165079,1
165080,1
165081,1
165082,1
165083,1
165084,2
165085,1
165086,1
165087,1
165088,2
165089,2
165090,1
165091,1
165092,2
165093,2
165094,1
165095,4
165096,1
165097,1
165098,1
165099,3
165100,1
165101,1
165102,2
165103,1
165104,1
165105,1
165106,1
165107,1
165108,1
165109,1
165110,1
165111,1
165112,1
165113,1
165114,1
165115,1
165116,1
165117,2
165118,1
165119,1
165120,1
165121,1
165122,1
165123,1
165124,2
165125,1
165126,1
165127,1
165128,4
165129,1
165130,1
165131,1
165132,1
165133,1
165134,1
165135,1
165136,2
165137,1
165138,1
165139,1
165140,1
165141,1
165142,1
165143,1
165144,1
165145,1
165146,1
165147,1
165148,1
165149,1
165150,1
165151,1
165152,1
165153,1
165154,1
165155,1
165156,1
165157,1
165158,1
165159,1
165160,1
165161,1
165162,1
165163,1
165164,2
165165,1
165166,1
165167,1
165168,2
165169,1
165170,1
165171,2
165172,1
165173,1
165174,1
165175,1
165176,1
165177,2
165178,1
165179,1
165180,1
165181,1
165182,1
165183,1
165184,2
165185,2
165186,1
165187,1
165188,1
165189,1
165190,1
165191,1
165192,2
165193,4
165194,2
165195,1
165196,1
165197,1
165198,1
165199,1
165200,1
165201,1
165202,1
165203,1
165204,1
165205,2
165206,1
165207,1
165208,1
165209,1
165210,1
165211,1
165212,1
165213,4
165214,1
165215,1
165216,1
165217,1
165218,1
165219,1
165220,1
165221,1
165222,1
165223,1
165224,1
165225,1
165226,1
165227,1
165228,1
165229,1
165230,1
165231,1
165232,1
165233,1
165234,1
165235,2
165236,1
165237,1
165238,1
165239,1
165240,1
165241,1
165242,1
165243,1
165244,1
165245,1
165246,1
165247,1
165248,1
165249,1
165250,1
165251,1
165252,1
165253,1
165254,1
165255,1
165256,1
165257,2
165258,1
165259,1
165260,1
165261,1
165262,2
165263,1
165264,3
165265,1
165266,1
165267,1
165268,1
165269,1
165270,1
165271,1
165272,1
165273,2
165274,1
165275,1
165276,1
165277,1
165278,1
165279,1
165280,2
165281,1
165282,1
165283,1
165284,1
165285,1
165286,1
165287,1
165288,1
165289,1
165290,1
165291,1
165292,1
165293,1
165294,1
165295,2
165296,4
165297,1
165298,3
165299,1
165300,1
165301,1
165302,1
165303,3
165304,1
165305,2
165306,2
165307,1
165308,1
165309,1
165310,2
165311,2
165312,2
165313,1
165314,5
165315,1
165316,2
165317,1
165318,2
165319,1
165320,1
165321,1
165322,1
165323,1
165324,1
165325,1
165326,1
165327,1
165328,1
165329,1
165330,1
165331,1
165332,1
165333,1
165334,1
165335,1
165336,1
165337,2
165338,1
165339,1
165340,1
165341,2
165342,1
165343,1
165344,1
165345,1
165346,1
165347,1
165348,1
165349,1
165350,1
165351,1
165352,1
165353,1
165354,1
165355,1
165356,1
165357,1
165358,1
165359,1
165360,1
165361,1
165362,1
165363,1
165364,1
165365,1
165366,1
165367,1
165368,1
165369,1
165370,1
165371,1
165372,1
165373,1
165374,1
165375,1
165376,1
165377,2
165378,1
165379,1
165380,2
165381,2
165382,1
165383,1
165384,1
165385,2
165386,1
165387,2
165388,1
165389,2
165390,1
165391,1
165392,1
165393,1
165394,1
165395,1
165396,1
165397,1
165398,1
165399,1
165400,1
165401,1
165402,2
165403,1
165404,1
165405,1
165406,1
165407,1
165408,1
165409,1
165410,1
165411,1
165412,1
165413,1
165414,1
165415,1
165416,1
165417,2
165418,1
165419,1
165420,1
165421,4
165422,1
165423,1
165424,1
165425,1
165426,1
165427,1
165428,1
165429,3
165430,1
165431,1
165432,2
165433,1
165434,1
165435,1
165436,1
165437,1
165438,1
165439,1
165440,1
165441,2
165442,1
165443,1
165444,6
165445,1
165446,1
165447,1
165448,1
165449,1
165450,2
165451,1
165452,1
165453,1
165454,1
165455,1
165456,1
165457,1
165458,1
165459,2
165460,2
165461,1
165462,1
165463,1
165464,3
165465,1
165466,1
165467,1
165468,1
165469,1
165470,1
165471,1
165472,2
165473,1
165474,1
165475,1
165476,1
165477,1
165478,1
165479,1
165480,1
165481,1
165482,1
165483,2
165484,1
165485,1
165486,1
165487,1
165488,1
165489,1
165490,2
165491,1
165492,1
165493,1
165494,1
165495,1
165496,1
165497,1
165498,1
165499,1
165500,1
165501,1
165502,1
165503,1
165504,1
165505,3
165506,2
165507,1
165508,1
165509,1
165510,1
165511,2
165512,1
165513,1
165514,1
165515,1
165516,2
165517,1
165518,1
165519,1
165520,1
165521,1
165522,4
165523,1
165524,1
165525,1
165526,1
165527,1
165528,1
165529,2
165530,1
165531,1
165532,1
165533,1
165534,1
165535,1
165536,1
165537,1
165538,1
165539,1
165540,1
165541,2
165542,1
165543,1
165544,1
165545,1
165546,1
165547,2
165548,1
165549,1
165550,2
165551,1
165552,1
165553,1
165554,1
165555,1
165556,1
165557,1
165558,1
165559,1
165560,2
165561,1
165562,1
165563,1
165564,2
165565,1
165566,1
165567,1
165568,1
165569,2
165570,1
165571,1
165572,1
165573,2
165574,1
165575,1
165576,1
165577,1
165578,2
165579,1
165580,1
165581,1
165582,1
165583,1
165584,1
165585,1
165586,1
165587,1
165588,1
165589,1
165590,1
165591,1
165592,1
165593,4
165594,1
165595,1
165596,1
165597,1
165598,2
165599,1
165600,1
165601,1
165602,1
165603,1
165604,1
165605,1
165606,1
165607,1
165608,1
165609,1
165610,1
165611,1
165612,1
165613,3
165614,1
165615,1
165616,1
165617,1
165618,1
165619,1
165620,2
165621,1
165622,1
165623,1
165624,1
165625,1
165626,1
165627,1
165628,1
165629,2
165630,1
165631,1
165632,1
165633,1
165634,1
165635,1
165636,1
165637,1
165638,1
165639,2
165640,1
165641,1
165642,1
165643,2
165644,1
165645,1
165646,2
165647,1
165648,1
165649,1
165650,1
165651,1
165652,1
165653,1
165654,2
165655,1
165656,1
165657,1
165658,1
165659,1
165660,2
165661,1
165662,1
165663,1
165664,1
165665,2
165666,1
165667,1
165668,2
165669,1
165670,1
165671,2
165672,1
165673,1
165674,1
165675,1
165676,1
165677,1
165678,2
165679,1
165680,1
165681,1
165682,1
165683,1
165684,2
165685,2
165686,1
165687,1
165688,1
165689,1
165690,3
165691,2
165692,1
165693,2
165694,1
165695,1
165696,1
165697,1
165698,1
165699,2
165700,1
165701,1
165702,1
165703,1
165704,1
165705,4
165706,2
165707,1
165708,1
165709,1
165710,1
165711,1
165712,1
165713,1
165714,1
165715,1
165716,1
165717,1
165718,1
165719,1
165720,1
165721,1
165722,2
165723,1
165724,1
165725,1
165726,1
165727,1
165728,1
165729,1
165730,1
165731,1
165732,1
165733,2
165734,2
165735,1
165736,1
165737,1
165738,1
165739,1
165740,1
165741,6
165742,2
165743,3
165744,1
165745,1
165746,1
165747,1
165748,1
165749,2
165750,1
165751,1
165752,1
165753,1
165754,1
165755,1
165756,1
165757,1
165758,1
165759,1
165760,1
165761,1
165762,1
165763,1
165764,3
165765,2
165766,1
165767,2
165768,1
165769,1
165770,3
165771,1
165772,1
165773,1
165774,1
165775,1
165776,1
165777,1
165778,2
165779,2
165780,1
165781,1
165782,1
165783,1
165784,3
165785,1
165786,1
165787,1
165788,1
165789,1
165790,1
165791,1
165792,2
165793,2
165794,1
165795,1
165796,1
165797,1
165798,1
165799,1
165800,1
165801,1
165802,1
165803,2
165804,1
165805,1
165806,2
165807,4
165808,2
165809,1
165810,1
165811,1
165812,3
165813,1
165814,1
165815,1
165816,1
165817,1
165818,1
165819,1
165820,2
165821,1
165822,1
165823,1
165824,1
165825,1
165826,4
165827,1
165828,1
165829,1
165830,1
165831,1
165832,1
165833,1
165834,1
165835,1
165836,1
165837,1
165838,1
165839,1
165840,1
165841,1
165842,2
165843,1
165844,1
165845,1
165846,1
165847,1
165848,2
165849,1
165850,1
165851,1
165852,1
165853,1
165854,1
165855,1
165856,1
165857,1
165858,1
165859,1
165860,1
165861,1
165862,1
165863,1
165864,1
165865,1
165866,1
165867,1
165868,1
165869,1
165870,1
165871,1
165872,5
165873,1
165874,1
165875,3
165876,1
165877,1
165878,1
165879,3
165880,1
165881,1
165882,1
165883,1
165884,1
165885,1
165886,1
165887,1
165888,2
165889,1
165890,1
165891,1
165892,1
165893,1
165894,2
165895,2
165896,1
165897,1
165898,1
165899,1
165900,1
165901,1
165902,1
165903,1
165904,1
165905,1
165906,1
165907,1
165908,1
165909,1
165910,3
165911,1
165912,1
165913,1
165914,1
165915,1
165916,1
165917,1
165918,1
165919,1
165920,1
165921,1
165922,1
165923,3
165924,1
165925,1
165926,1
165927,1
165928,1
165929,1
165930,1
165931,1
165932,1
165933,1
165934,3
165935,1
165936,1
165937,1
165938,1
165939,1
165940,2
165941,1
165942,2
165943,3
165944,1
165945,1
165946,1
165947,1
165948,2
165949,1
165950,1
165951,4
165952,1
165953,2
165954,1
165955,1
165956,1
165957,1
165958,1
165959,1
165960,2
165961,4
165962,1
165963,1
165964,1
165965,1
165966,2
165967,1
165968,1
165969,2
165970,1
165971,1
165972,1
165973,1
165974,1
165975,1
165976,1
165977,1
165978,1
165979,1
165980,1
165981,1
165982,1
165983,1
165984,1
165985,1
165986,1
165987,1
165988,1
165989,1
165990,1
165991,1
165992,1
165993,2
165994,1
165995,1
165996,1
165997,2
165998,2
165999,1
166000,1
166001,1
166002,1
166003,1
166004,1
166005,1
166006,1
166007,1
166008,1
166009,3
166010,1
166011,1
166012,1
166013,1
166014,1
166015,1
166016,1
166017,2
166018,1
166019,1
166020,1
166021,1
166022,1
166023,1
166024,2
166025,1
166026,2
166027,1
166028,2
166029,1
166030,1
166031,1
166032,1
166033,1
166034,2
166035,1
166036,1
166037,1
166038,2
166039,1
166040,2
166041,1
166042,1
166043,1
166044,1
166045,1
166046,1
166047,1
166048,1
166049,2
166050,1
166051,2
166052,1
166053,2
166054,1
166055,2
166056,1
166057,1
166058,1
166059,1
166060,1
166061,1
166062,1
166063,1
166064,1
166065,1
166066,2
166067,1
166068,1
166069,1
166070,1
166071,1
166072,1
166073,1
166074,1
166075,1
166076,1
166077,1
166078,1
166079,1
166080,1
166081,1
166082,1
166083,1
166084,2
166085,1
166086,2
166087,1
166088,1
166089,1
166090,1
166091,1
166092,2
166093,1
166094,1
166095,2
166096,1
166097,1
166098,1
166099,1
166100,1
166101,1
166102,1
166103,1
166104,1
166105,1
166106,1
166107,2
166108,1
166109,2
166110,1
166111,3
166112,1
166113,1
166114,1
166115,1
166116,1
166117,1
166118,1
166119,1
166120,2
166121,1
166122,1
166123,2
166124,1
166125,1
166126,1
166127,1
166128,2
166129,1
166130,5
166131,1
166132,1
166133,1
166134,2
166135,1
166136,1
166137,1
166138,1
166139,1
166140,1
166141,1
166142,1
166143,1
166144,2
166145,1
166146,1
166147,1
166148,1
166149,1
166150,1
166151,1
166152,3
166153,1
166154,4
166155,1
166156,1
166157,1
166158,1
166159,1
166160,1
166161,1
166162,1
166163,1
166164,1
166165,1
166166,1
166167,1
166168,2
166169,1
166170,1
166171,1
166172,1
166173,1
166174,1
166175,1
166176,1
166177,1
166178,1
166179,1
166180,2
166181,1
166182,1
166183,2
166184,2
166185,3
166186,1
166187,1
166188,2
166189,1
166190,1
166191,1
166192,1
166193,1
166194,2
166195,1
166196,1
166197,1
166198,1
166199,1
166200,2
166201,1
166202,1
166203,1
166204,1
166205,1
166206,1
166207,1
166208,3
166209,1
166210,1
166211,1
166212,1
166213,1
166214,1
166215,1
166216,1
166217,1
166218,1
166219,2
166220,1
166221,1
166222,1
166223,2
166224,3
166225,1
166226,3
166227,1
166228,1
166229,1
166230,1
166231,1
166232,1
166233,2
166234,1
166235,1
166236,1
166237,1
166238,1
166239,1
166240,1
166241,1
166242,1
166243,1
166244,1
166245,1
166246,1
166247,1
166248,1
166249,1
166250,1
166251,1
166252,1
166253,1
166254,1
166255,3
166256,2
166257,1
166258,1
166259,1
166260,1
166261,1
166262,1
166263,1
166264,1
166265,1
166266,1
166267,1
166268,3
166269,1
166270,1
166271,1
166272,1
166273,1
166274,1
166275,1
166276,1
166277,1
166278,1
166279,2
166280,1
166281,1
166282,3
166283,1
166284,1
166285,1
166286,2
166287,1
166288,1
166289,1
166290,1
166291,1
166292,1
166293,2
166294,2
166295,1
166296,2
166297,2
166298,1
166299,1
166300,1
166301,1
166302,1
166303,1
166304,2
166305,3
166306,2
166307,2
166308,1
166309,1
166310,1
166311,1
166312,1
166313,1
166314,1
166315,1
166316,1
166317,1
166318,1
166319,1
166320,1
166321,1
166322,1
166323,1
166324,1
166325,1
166326,1
166327,1
166328,2
166329,2
166330,2
166331,1
166332,1
166333,1
166334,1
166335,1
166336,1
166337,1
166338,2
166339,2
166340,1
166341,1
166342,1
166343,1
166344,1
166345,3
166346,1
166347,1
166348,1
166349,1
166350,1
166351,1
166352,1
166353,1
166354,1
166355,1
166356,1
166357,2
166358,1
166359,1
166360,1
166361,1
166362,1
166363,1
166364,1
166365,1
166366,1
166367,1
166368,1
166369,1
166370,1
166371,1
166372,1
166373,1
166374,1
166375,1
166376,1
166377,1
166378,1
166379,1
166380,1
166381,1
166382,2
166383,1
166384,1
166385,1
166386,1
166387,1
166388,1
166389,1
166390,1
166391,1
166392,1
166393,1
166394,1
166395,1
166396,1
166397,1
166398,1
166399,1
166400,5
166401,1
166402,1
166403,1
166404,1
166405,1
166406,1
166407,1
166408,1
166409,1
166410,1
166411,1
166412,3
166413,1
166414,1
166415,1
166416,1
166417,1
166418,1
166419,1
166420,1
166421,1
166422,1
166423,1
166424,1
166425,2
166426,1
166427,1
166428,1
166429,1
166430,1
166431,2
166432,1
166433,1
166434,1
166435,1
166436,2
166437,1
166438,1
166439,1
166440,1
166441,1
166442,1
166443,1
166444,1
166445,1
166446,1
166447,1
166448,1
166449,1
166450,1
166451,1
166452,1
166453,1
166454,2
166455,1
166456,1
166457,3
166458,1
166459,1
166460,2
166461,1
166462,1
166463,1
166464,1
166465,1
166466,1
166467,1
166468,2
166469,2
166470,2
166471,1
166472,1
166473,1
166474,1
166475,1
166476,1
166477,1
166478,1
166479,2
166480,1
166481,1
166482,1
166483,1
166484,2
166485,1
166486,1
166487,2
166488,1
166489,1
166490,1
166491,1
166492,2
166493,1
166494,1
166495,1
166496,1
166497,1
166498,1
166499,1
166500,1
166501,1
166502,1
166503,1
166504,1
166505,1
166506,2
166507,1
166508,1
166509,1
166510,1
166511,1
166512,1
166513,1
166514,1
166515,2
166516,1
166517,1
166518,2
166519,1
166520,1
166521,2
166522,2
166523,2
166524,2
166525,1
166526,1
166527,2
166528,2
166529,1
166530,1
166531,1
166532,1
166533,1
166534,1
166535,2
166536,1
166537,1
166538,1
166539,1
166540,2
166541,1
166542,1
166543,1
166544,1
166545,1
166546,1
166547,1
166548,1
166549,1
166550,1
166551,1
166552,1
166553,1
166554,2
166555,1
166556,1
166557,1
166558,1
166559,2
166560,1
166561,2
166562,1
166563,1
166564,1
166565,1
166566,1
166567,1
166568,1
166569,1
166570,1
166571,2
166572,1
166573,1
166574,1
166575,1
166576,1
166577,1
166578,1
166579,1
166580,1
166581,1
166582,1
166583,2
166584,1
166585,1
166586,1
166587,1
166588,1
166589,1
166590,1
166591,1
166592,1
166593,1
166594,1
166595,1
166596,1
166597,1
166598,2
166599,1
166600,2
166601,1
166602,1
166603,2
166604,1
166605,1
166606,1
166607,1
166608,1
166609,3
166610,1
166611,2
166612,2
166613,1
166614,1
166615,1
166616,1
166617,1
166618,1
166619,1
166620,1
166621,1
166622,1
166623,1
166624,1
166625,5
166626,2
166627,2
166628,3
166629,1
166630,2
166631,1
166632,2
166633,1
166634,1
166635,1
166636,1
166637,2
166638,1
166639,1
166640,1
166641,1
166642,1
166643,1
166644,1
166645,2
166646,2
166647,1
166648,1
166649,1
166650,2
166651,1
166652,1
166653,1
166654,2
166655,1
166656,1
166657,1
166658,2
166659,1
166660,1
166661,1
166662,1
166663,2
166664,1
166665,1
166666,1
166667,1
166668,1
166669,1
166670,1
166671,2
166672,1
166673,1
166674,1
166675,1
166676,1
166677,1
166678,1
166679,2
166680,1
166681,2
166682,1
166683,1
166684,1
166685,3
166686,1
166687,1
166688,2
166689,1
166690,1
166691,1
166692,1
166693,1
166694,3
166695,1
166696,2
166697,1
166698,1
166699,1
166700,2
166701,1
166702,1
166703,1
166704,1
166705,1
166706,1
166707,1
166708,1
166709,2
166710,1
166711,1
166712,1
166713,2
166714,1
166715,1
166716,1
166717,2
166718,1
166719,1
166720,1
166721,1
166722,2
166723,1
166724,1
166725,1
166726,1
166727,1
166728,1
166729,1
166730,1
166731,1
166732,1
166733,1
166734,1
166735,2
166736,1
166737,1
166738,1
166739,1
166740,1
166741,2
166742,1
166743,1
166744,1
166745,1
166746,1
166747,1
166748,1
166749,1
166750,2
166751,1
166752,1
166753,2
166754,1
166755,1
166756,1
166757,1
166758,1
166759,2
166760,1
166761,1
166762,1
166763,1
166764,1
166765,1
166766,1
166767,1
166768,3
166769,2
166770,1
166771,1
166772,1
166773,1
166774,1
166775,1
166776,1
166777,2
166778,1
166779,1
166780,1
166781,1
166782,2
166783,1
166784,1
166785,1
166786,1
166787,1
166788,1
166789,1
166790,2
166791,2
166792,1
166793,1
166794,1
166795,1
166796,1
166797,1
166798,1
166799,1
166800,1
166801,1
166802,1
166803,1
166804,2
166805,1
166806,1
166807,1
166808,1
166809,1
166810,2
166811,1
166812,1
166813,1
166814,2
166815,1
166816,1
166817,1
166818,1
166819,1
166820,1
166821,1
166822,1
166823,1
166824,1
166825,1
166826,2
166827,1
166828,1
166829,1
166830,1
166831,1
166832,1
166833,1
166834,2
166835,1
166836,1
166837,2
166838,6
166839,1
166840,1
166841,1
166842,1
166843,1
166844,1
166845,1
166846,1
166847,1
166848,1
166849,1
166850,1
166851,1
166852,1
166853,1
166854,3
166855,1
166856,2
166857,1
166858,1
166859,2
166860,1
166861,1
166862,1
166863,2
166864,1
166865,1
166866,2
166867,2
166868,2
166869,2
166870,1
166871,1
166872,1
166873,1
166874,1
166875,1
166876,1
166877,1
166878,1
166879,1
166880,1
166881,1
166882,1
166883,2
166884,1
166885,1
166886,1
166887,1
166888,1
166889,1
166890,1
166891,1
166892,1
166893,1
166894,1
166895,3
166896,1
166897,1
166898,1
166899,2
166900,3
166901,1
166902,1
166903,2
166904,1
166905,1
166906,1
166907,1
166908,1
166909,1
166910,1
166911,1
166912,1
166913,2
166914,2
166915,1
166916,1
166917,1
166918,1
166919,3
166920,1
166921,1
166922,1
166923,1
166924,1
166925,1
166926,1
166927,1
166928,1
166929,2
166930,1
166931,1
166932,2
166933,2
166934,1
166935,1
166936,1
166937,1
166938,1
166939,1
166940,2
166941,1
166942,1
166943,1
166944,1
166945,1
166946,1
166947,1
166948,2
166949,1
166950,1
166951,1
166952,1
166953,1
166954,1
166955,1
166956,1
166957,1
166958,1
166959,1
166960,1
166961,1
166962,1
166963,1
166964,1
166965,1
166966,1
166967,2
166968,3
166969,1
166970,1
166971,1
166972,1
166973,1
166974,1
166975,1
166976,1
166977,1
166978,1
166979,1
166980,1
166981,1
166982,1
166983,1
166984,1
166985,1
166986,1
166987,1
166988,1
166989,1
166990,1
166991,1
166992,1
166993,1
166994,1
166995,1
166996,1
166997,3
166998,1
166999,1
167000,1
167001,1
167002,1
167003,1
167004,1
167005,1
167006,1
167007,1
167008,1
167009,1
167010,2
167011,1
167012,1
167013,1
167014,2
167015,1
167016,1
167017,1
167018,1
167019,1
167020,1
167021,1
167022,1
167023,1
167024,2
167025,3
167026,1
167027,1
167028,1
167029,1
167030,1
167031,1
167032,2
167033,1
167034,1
167035,1
167036,1
167037,1
167038,1
167039,1
167040,1
167041,2
167042,1
167043,1
167044,1
167045,1
167046,2
167047,2
167048,1
167049,1
167050,1
167051,1
167052,1
167053,2
167054,1
167055,1
167056,1
167057,1
167058,1
167059,1
167060,1
167061,2
167062,1
167063,1
167064,1
167065,1
167066,2
167067,1
167068,1
167069,1
167070,1
167071,1
167072,1
167073,1
167074,1
167075,1
167076,1
167077,1
167078,1
167079,1
167080,1
167081,1
167082,1
167083,1
167084,2
167085,1
167086,1
167087,1
167088,1
167089,1
167090,1
167091,1
167092,2
167093,2
167094,1
167095,1
167096,1
167097,1
167098,1
167099,1
167100,1
167101,1
167102,1
167103,3
167104,1
167105,1
167106,1
167107,1
167108,1
167109,1
167110,1
167111,1
167112,1
167113,1
167114,1
167115,1
167116,2
167117,1
167118,2
167119,1
167120,2
167121,1
167122,1
167123,2
167124,1
167125,1
167126,1
167127,1
167128,2
167129,1
167130,1
167131,1
167132,2
167133,1
167134,1
167135,1
167136,1
167137,1
167138,1
167139,1
167140,1
167141,1
167142,1
167143,1
167144,1
167145,1
167146,2
167147,1
167148,1
167149,1
167150,3
167151,1
167152,1
167153,1
167154,1
167155,1
167156,1
167157,1
167158,1
167159,2
167160,1
167161,1
167162,1
167163,1
167164,1
167165,1
167166,1
167167,1
167168,1
167169,1
167170,1
167171,1
167172,1
167173,1
167174,1
167175,1
167176,1
167177,2
167178,1
167179,1
167180,2
167181,1
167182,1
167183,1
167184,1
167185,2
167186,2
167187,1
167188,2
167189,1
167190,1
167191,1
167192,1
167193,1
167194,1
167195,1
167196,2
167197,1
167198,1
167199,1
167200,1
167201,1
167202,1
167203,1
167204,1
167205,1
167206,1
167207,1
167208,1
167209,1
167210,1
167211,1
167212,2
167213,1
167214,1
167215,3
167216,1
167217,1
167218,1
167219,1
167220,1
167221,1
167222,1
167223,1
167224,1
167225,1
167226,2
167227,2
167228,1
167229,1
167230,1
167231,1
167232,1
167233,1
167234,1
167235,1
167236,1
167237,1
167238,1
167239,1
167240,1
167241,1
167242,1
167243,1
167244,1
167245,1
167246,4
167247,1
167248,1
167249,1
167250,1
167251,1
167252,3
167253,1
167254,1
167255,1
167256,1
167257,1
167258,1
167259,1
167260,1
167261,1
167262,1
167263,1
167264,2
167265,1
167266,1
167267,1
167268,1
167269,1
167270,1
167271,1
167272,1
167273,2
167274,1
167275,1
167276,3
167277,1
167278,1
167279,1
167280,1
167281,2
167282,1
167283,1
167284,1
167285,1
167286,1
167287,1
167288,1
167289,1
167290,1
167291,1
167292,1
167293,1
167294,2
167295,2
167296,1
167297,1
167298,2
167299,1
167300,1
167301,1
167302,1
167303,1
167304,1
167305,1
167306,2
167307,1
167308,1
167309,1
167310,1
167311,1
167312,2
167313,1
167314,1
167315,1
167316,1
167317,1
167318,1
167319,1
167320,1
167321,1
167322,1
167323,1
167324,1
167325,1
167326,1
167327,1
167328,1
167329,1
167330,1
167331,1
167332,1
167333,1
167334,1
167335,2
167336,1
167337,1
167338,1
167339,1
167340,1
167341,1
167342,1
167343,1
167344,2
167345,2
167346,1
167347,1
167348,1
167349,1
167350,1
167351,1
167352,2
167353,1
167354,1
167355,1
167356,5
167357,3
167358,2
167359,1
167360,4
167361,1
167362,1
167363,1
167364,2
167365,1
167366,1
167367,1
167368,1
167369,1
167370,1
167371,1
167372,1
167373,1
167374,1
167375,1
167376,1
167377,1
167378,1
167379,1
167380,1
167381,1
167382,1
167383,1
167384,1
167385,1
167386,2
167387,1
167388,2
167389,1
167390,1
167391,1
167392,1
167393,1
167394,1
167395,1
167396,1
167397,1
167398,1
167399,1
167400,1
167401,1
167402,1
167403,2
167404,1
167405,1
167406,1
167407,1
167408,1
167409,1
167410,1
167411,1
167412,1
167413,1
167414,1
167415,1
167416,1
167417,2
167418,1
167419,1
167420,1
167421,2
167422,1
167423,2
167424,1
167425,2
167426,1
167427,1
167428,1
167429,1
167430,1
167431,1
167432,2
167433,1
167434,1
167435,1
167436,1
167437,2
167438,1
167439,1
167440,2
167441,1
167442,1
167443,1
167444,1
167445,1
167446,1
167447,1
167448,1
167449,2
167450,1
167451,1
167452,1
167453,1
167454,1
167455,1
167456,1
167457,2
167458,1
167459,1
167460,1
167461,1
167462,1
167463,1
167464,1
167465,1
167466,1
167467,1
167468,1
167469,1
167470,2
167471,1
167472,1
167473,3
167474,1
167475,1
167476,1
167477,2
167478,1
167479,1
167480,1
167481,1
167482,1
167483,1
167484,1
167485,1
167486,1
167487,2
167488,2
167489,1
167490,1
167491,1
167492,1
167493,1
167494,1
167495,3
167496,1
167497,1
167498,1
167499,1
167500,1
167501,2
167502,1
167503,1
167504,1
167505,2
167506,1
167507,1
167508,3
167509,1
167510,1
167511,1
167512,1
167513,1
167514,7
167515,1
167516,2
167517,1
167518,1
167519,1
167520,1
167521,1
167522,1
167523,4
167524,2
167525,1
167526,2
167527,1
167528,1
167529,1
167530,1
167531,1
167532,1
167533,1
167534,1
167535,1
167536,1
167537,1
167538,1
167539,1
167540,1
167541,1
167542,2
167543,1
167544,1
167545,1
167546,1
167547,1
167548,1
167549,1
167550,1
167551,1
167552,1
167553,1
167554,1
167555,1
167556,1
167557,1
167558,1
167559,1
167560,1
167561,1
167562,1
167563,2
167564,1
167565,1
167566,1
167567,1
167568,1
167569,1
167570,1
167571,1
167572,1
167573,1
167574,1
167575,1
167576,3
167577,2
167578,2
167579,1
167580,1
167581,1
167582,1
167583,1
167584,1
167585,1
167586,1
167587,1
167588,1
167589,1
167590,2
167591,1
167592,1
167593,1
167594,1
167595,1
167596,1
167597,1
167598,1
167599,1
167600,1
167601,1
167602,1
167603,1
167604,1
167605,1
167606,1
167607,1
167608,3
167609,1
167610,1
167611,1
167612,1
167613,1
167614,1
167615,1
167616,2
167617,1
167618,1
167619,1
167620,1
167621,1
167622,1
167623,1
167624,1
167625,1
167626,1
167627,1
167628,1
167629,1
167630,1
167631,1
167632,1
167633,1
167634,1
167635,1
167636,1
167637,1
167638,1
167639,1
167640,1
167641,2
167642,1
167643,1
167644,2
167645,2
167646,1
167647,1
167648,1
167649,2
167650,1
167651,1
167652,1
167653,1
167654,1
167655,2
167656,1
167657,1
167658,1
167659,1
167660,1
167661,1
167662,2
167663,2
167664,1
167665,1
167666,1
167667,1
167668,1
167669,2
167670,2
167671,1
167672,1
167673,1
167674,1
167675,1
167676,1
167677,1
167678,1
167679,1
167680,1
167681,1
167682,1
167683,1
167684,1
167685,1
167686,1
167687,2
167688,1
167689,1
167690,1
167691,1
167692,1
167693,2
167694,6
167695,1
167696,1
167697,1
167698,1
167699,1
167700,1
167701,1
167702,1
167703,1
167704,1
167705,1
167706,1
167707,1
167708,1
167709,1
167710,1
167711,2
167712,1
167713,1
167714,1
167715,1
167716,1
167717,2
167718,1
167719,2
167720,1
167721,1
167722,1
167723,1
167724,2
167725,1
167726,3
167727,1
167728,1
167729,1
167730,1
167731,1
167732,2
167733,1
167734,1
167735,1
167736,1
167737,1
167738,1
167739,1
167740,2
167741,1
167742,2
167743,1
167744,1
167745,1
167746,1
167747,1
167748,1
167749,1
167750,1
167751,4
167752,2
167753,1
167754,1
167755,1
167756,1
167757,1
167758,1
167759,1
167760,1
167761,2
167762,2
167763,1
167764,1
167765,1
167766,2
167767,2
167768,1
167769,1
167770,1
167771,1
167772,1
167773,1
167774,1
167775,1
167776,1
167777,1
167778,1
167779,3
167780,1
167781,1
167782,1
167783,1
167784,1
167785,1
167786,1
167787,1
167788,1
167789,1
167790,1
167791,1
167792,1
167793,1
167794,1
167795,1
167796,1
167797,1
167798,1
167799,2
167800,1
167801,2
167802,1
167803,1
167804,1
