i,deg_inter
8588,147
8589,325
8590,1713
8591,43
8592,395
8593,213
8594,229
8595,8
8596,123
8597,190
8598,43
8599,39
8600,517
8601,158
8602,310
8603,25
8604,173
8605,65
8606,108
8607,467
8608,324
8609,996
8610,226
8611,283
8612,275
8613,149
8614,103
8615,19
8616,544
8617,98
8618,58
8619,30
8620,32
8621,6
8622,507
8623,143
8624,145
8625,231
8626,126
8627,7
8628,35
8629,224
8630,39
8631,241
8632,116
8633,383
8634,9
8635,315
8636,43
8637,20
8638,499
8639,36
8640,55
8641,119
8642,65
8643,579
8644,365
8645,159
8646,112
8647,105
8648,119
8649,930
8650,4
8651,106
8652,37
8653,4
8654,463
8655,168
8656,74
8657,211
8658,117
8659,19
8660,342
8661,14
8662,146
8663,23
8664,32
8665,12
8666,131
8667,44
8668,39
8669,66
8670,8
8671,102
8672,201
8673,40
8674,78
8675,195
8676,9
8677,51
8678,238
8679,133
8680,11
8681,514
8682,50
8683,50
8684,158
8685,212
8686,25
8687,185
8688,20
8689,26
8690,352
8691,166
8692,83
8693,15
8694,13
8695,58
8696,7
8697,33
8698,96
8699,145
8700,40
8701,65
8702,36
8703,16
8704,150
8705,42
8706,84
8707,26
8708,503
8709,15
8710,173
8711,76
8712,12
8713,168
8714,56
8715,473
8716,53
8717,45
8718,5
8719,11
8720,260
8721,412
8722,158
8723,306
8724,16
8725,44
8726,71
8727,33
8728,91
8729,149
8730,27
8731,82
8732,301
8733,60
8734,9
8735,149
8736,22
8737,122
8738,85
8739,42
8740,140
8741,6
8742,232
8743,210
8744,14
8745,60
8746,89
8747,7
8748,339
8749,39
8750,63
8751,79
8752,45
8753,206
8754,180
8755,1
8756,177
8757,49
8758,51
8759,15
8760,9
8761,176
8762,4
8763,115
8764,13
8765,142
8766,29
8767,38
8768,150
8769,14
8770,71
8771,10
8772,78
8773,4
8774,48
8775,41
8776,18
8777,85
8778,13
8779,53
8780,100
8781,43
8782,15
8783,42
8784,86
8785,94
8786,154
8787,42
8788,144
8789,22
8790,126
8791,82
8792,74
8793,67
8794,28
8795,322
8796,5
8797,120
8798,4
8799,6
8800,54
8801,191
8802,45
8803,20
8804,96
8805,133
8806,22
8807,73
8808,44
8809,47
8810,17
8811,122
8812,44
8813,30
8814,220
8815,20
8816,290
8817,30
8818,437
8819,48
8820,6
8821,2
8822,99
8823,10
8824,11
8825,134
8826,7
8827,33
8828,8
8829,3
8830,57
8831,22
8832,10
8833,27
8834,12
8835,32
8836,20
8837,67
8838,11
8839,97
8840,17
8841,74
8842,35
8843,26
8844,28
8845,92
8846,91
8847,12
8848,222
8849,18
8850,39
8851,28
8852,23
8853,17
8854,85
8855,25
8856,21
8857,52
8858,10
8859,32
8860,24
8861,117
8862,21
8863,85
8864,5
8865,63
8866,112
8867,31
8868,32
8869,93
8870,100
8871,91
8872,154
8873,37
8874,9
8875,28
8876,33
8877,83
8878,19
8879,55
8880,120
8881,8
8882,40
8883,299
8884,51
8885,18
8886,18
8887,7
8888,16
8889,33
8890,11
8891,11
8892,154
8893,28
8894,3
8895,13
8896,79
8897,63
8898,113
8899,100
8900,45
8901,9
8902,7
8903,44
8904,12
8905,46
8906,36
8907,55
8908,2
8909,91
8910,28
8911,118
8912,7
8913,209
8914,42
8915,65
8916,58
8917,91
8918,59
8919,29
8920,34
8921,36
8922,106
8923,20
8924,76
8925,146
8926,101
8927,41
8928,53
8929,16
8930,117
8931,8
8932,69
8933,39
8934,199
8935,15
8936,17
8937,46
8938,8
8939,11
8940,74
8941,29
8942,19
8943,36
8944,5
8945,11
8946,45
8947,38
8948,39
8949,49
8950,6
8951,22
8952,28
8953,14
8954,58
8955,6
8956,63
8957,49
8958,4
8959,59
8960,4
8961,34
8962,142
8963,12
8964,4
8965,14
8966,31
8967,31
8968,26
8969,50
8970,40
8971,87
8972,76
8973,19
8974,16
8975,17
8976,91
8977,2
8978,197
8979,2
8980,39
8981,59
8982,99
8983,25
8984,26
8985,27
8986,7
8987,11
8988,39
8989,32
8990,12
8991,13
8992,9
8993,55
8994,18
8995,50
8996,21
8997,27
8998,6
8999,127
9000,11
9001,5
9002,5
9003,8
9004,13
9005,6
9006,15
9007,22
9008,20
9009,8
9010,13
9011,33
9012,24
9013,11
9014,35
9015,10
9016,14
9017,73
9018,19
9019,17
9020,89
9021,8
9022,15
9023,14
9024,35
9025,13
9026,105
9027,52
9028,55
9029,47
9030,19
9031,14
9032,2
9033,13
9034,11
9035,8
9036,10
9037,20
9038,8
9039,2
9040,19
9041,10
9042,14
9043,31
9044,38
9045,33
9046,38
9047,36
9048,12
9049,29
9050,23
9051,51
9052,18
9053,15
9054,8
9055,11
9056,32
9057,12
9058,18
9059,46
9060,13
9061,36
9062,3
9063,9
9064,41
9065,18
9066,26
9067,6
9068,9
9069,10
9070,57
9071,17
9072,5
9073,11
9074,28
9075,26
9076,23
9077,6
9078,3
9079,11
9080,89
9081,1
9082,52
9083,26
9084,47
9085,3
9086,4
9087,4
9088,23
9089,9
9090,26
9091,15
9092,53
9093,3
9094,41
9095,10
9096,20
9097,12
9098,102
9099,15
9100,66
9101,3
9102,11
9103,17
9104,31
9105,17
9106,32
9107,84
9108,12
9109,5
9110,33
9111,7
9112,33
9113,5
9114,96
9115,14
9116,5
9117,21
9118,15
9119,16
9120,5
9121,14
9122,29
9123,11
9124,16
9125,22
9126,24
9127,24
9128,66
9129,15
9130,3
9131,11
9132,53
9133,14
9134,4
9135,7
9136,33
9137,40
9138,3
9139,8
9140,3
9141,12
9142,4
9143,9
9144,12
9145,15
9146,11
9147,18
9148,5
9149,29
9150,42
9151,17
9152,3
9153,28
9154,40
9155,8
9156,16
9157,10
9158,17
9159,4
9160,15
9161,11
9162,30
9163,20
9164,17
9165,2
9166,2
9167,20
9168,6
9169,31
9170,9
9171,33
9172,12
9173,9
9174,47
9175,5
9176,24
9177,7
9178,12
9179,13
9180,22
9181,34
9182,20
9183,24
9184,10
9185,8
9186,16
9187,15
9188,2
9189,8
9190,11
9191,9
9192,10
9193,10
9194,31
9195,77
9196,14
9197,32
9198,8
9199,79
9200,49
9201,18
9202,12
9203,11
9204,17
9205,6
9206,11
9207,7
9208,7
9209,1
9210,6
9211,22
9212,6
9213,21
9214,4
9215,12
9216,9
9217,10
9218,18
9219,36
9220,48
9221,22
9222,6
9223,18
9224,22
9225,11
9226,11
9227,31
9228,21
9229,4
9230,12
9231,46
9232,22
9233,6
9234,22
9235,2
9236,6
9237,4
9238,19
9239,5
9240,6
9241,7
9242,9
9243,18
9244,4
9245,8
9246,8
9247,3
9248,31
9249,13
9250,10
9251,8
9252,6
9253,13
9254,11
9255,27
9256,11
9257,6
9258,6
9259,6
9260,30
9261,17
9262,26
9263,6
9264,24
9265,19
9266,8
9267,6
9268,26
9269,12
9270,47
9271,4
9272,10
9273,6
9274,24
9275,15
9276,15
9277,4
9278,14
9279,9
9280,5
9281,9
9282,5
9283,3
9284,15
9285,6
9286,3
9287,16
9288,8
9289,22
9290,16
9291,9
9292,20
9293,27
9294,8
9295,19
9296,2
9297,8
9298,3
9299,4
9300,12
9301,8
9302,13
9303,4
9304,6
9305,8
9306,12
9307,3
9308,5
9309,17
9310,7
9311,3
9312,45
9313,18
9314,22
9315,5
9316,15
9317,5
9318,10
9319,4
9320,18
9321,13
9322,2
9323,11
9324,6
9325,11
9326,1
9327,9
9328,3
9329,8
9330,13
9331,2
9332,7
9333,139
9334,10
9335,8
9336,8
9337,4
9338,9
9339,6
9340,7
9341,4
9342,6
9343,5
9344,18
9345,21
9346,22
9347,19
9348,7
9349,12
9350,6
9351,10
9352,25
9353,4
9354,4
9355,8
9356,9
9357,3
9358,7
9359,20
9360,20
9361,2
9362,3
9363,29
9364,3
9365,13
9366,5
9367,8
9368,4
9369,7
9370,9
9371,8
9372,18
9373,10
9374,13
9375,11
9376,9
9377,6
9378,7
9379,14
9380,5
9381,13
9382,16
9383,3
9384,5
9385,15
9386,12
9387,8
9388,4
9389,18
9390,11
9391,5
9392,6
9393,8
9394,6
9395,4
9396,7
9397,31
9398,11
9399,7
9400,1
9401,15
9402,7
9403,8
9404,6
9405,5
9406,3
9407,7
9408,2
9409,6
9410,2
9411,11
9412,10
9413,12
9414,16
9415,7
9416,11
9417,11
9418,8
9419,9
9420,8
9421,4
9422,5
9423,5
9424,5
9425,6
9426,4
9427,2
9428,1
9429,3
9430,6
9431,56
9432,15
9433,10
9434,17
9435,30
9436,2
9437,15
9438,2
9439,5
9440,16
9441,7
9442,20
9443,4
9444,5
9445,10
9446,6
9447,44
9448,29
9449,9
9450,9
9451,12
9452,97
9453,6
9454,21
9455,3
9456,11
9457,7
9458,4
9459,12
9460,7
9461,16
9462,6
9463,8
9464,10
9465,4
9466,5
9467,11
9468,19
9469,2
9470,8
9471,15
9472,9
9473,22
9474,19
9475,7
9476,28
9477,5
9478,7
9479,9
9480,19
9481,6
9482,9
9483,14
9484,8
9485,4
9486,4
9487,5
9488,24
9489,5
9490,11
9491,8
9492,26
9493,33
9494,9
9495,5
9496,7
9497,18
9498,16
9499,7
9500,5
9501,11
9502,2
9503,5
9504,27
9505,4
9506,10
9507,2
9508,9
9509,6
9510,7
9511,9
9512,2
9513,6
9514,3
9515,5
9516,5
9517,2
9518,6
9519,10
9520,3
9521,9
9522,9
9523,8
9524,12
9525,2
9526,6
9527,33
9528,2
9529,5
9530,11
9531,3
9532,3
9533,5
9534,10
9535,10
9536,10
9537,7
9538,10
9539,14
9540,3
9541,5
9542,23
9543,5
9544,4
9545,9
9546,4
9547,5
9548,7
9549,13
9550,8
9551,5
9552,4
9553,12
9554,3
9555,52
9556,7
9557,12
9558,3
9559,5
9560,4
9561,8
9562,11
9563,3
9564,5
9565,15
9566,19
9567,3
9568,3
9569,4
9570,3
9571,6
9572,12
9573,6
9574,3
9575,14
9576,3
9577,9
9578,1
9579,3
9580,19
9581,7
9582,7
9583,7
9584,3
9585,6
9586,23
9587,6
9588,6
9589,21
9590,5
9591,5
9592,3
9593,9
9594,4
9595,8
9596,2
9597,4
9598,5
9599,10
9600,10
9601,10
9602,5
9603,4
9604,3
9605,1
9606,2
9607,4
9608,11
9609,2
9610,2
9611,9
9612,2
9613,2
9614,10
9615,2
9616,6
9617,2
9618,5
9619,2
9620,8
9621,5
9622,5
9623,2
9624,5
9625,2
9626,3
9627,2
9628,7
9629,5
9630,4
9631,13
9632,3
9633,6
9634,5
9635,11
9636,10
9637,4
9638,7
9639,4
9640,6
9641,7
9642,1
9643,7
9644,3
9645,2
9646,3
9647,9
9648,6
9649,3
9650,5
9651,3
9652,2
9653,7
9654,2
9655,11
9656,10
9657,4
9658,9
9659,2
9660,2
9661,3
9662,4
9663,7
9664,5
9665,2
9666,3
9667,3
9668,3
9669,2
9670,2
9671,3
9672,2
9673,5
9674,1
9675,4
9676,8
9677,9
9678,1
9679,4
9680,1
9681,5
9682,4
9683,2
9684,8
9685,1
9686,2
9687,3
9688,5
9689,1
9690,7
9691,23
9692,10
9693,12
9694,35
9695,2
9696,2
9697,1
9698,1
9699,2
9700,10
9701,6
9702,7
9703,13
9704,86
9705,2
9706,11
9707,18
9708,50
9709,1
9710,188
9711,59
9712,9
9713,4
9714,4
9715,6
9716,2
9717,3
9718,11
9719,24
9720,9
9721,7
9722,28
9723,4
9724,1
9725,7
9726,14
9727,30
9728,8
9729,4
9730,4
9731,126
9732,2
9733,9
9734,3
9735,3
9736,112
9737,79
9738,72
9739,22
9740,5
9741,19
9742,5
9743,6
9744,2
9745,28
9746,3
9747,9
9748,5
9749,6
9750,5
9751,15
9752,24
9753,2
9754,4
9755,55
9756,48
9757,6
9758,5
9759,30
9760,12
9761,82
9762,5
9763,10
9764,31
9765,6
9766,4
9767,7
9768,9
9769,24
9770,12
9771,4
9772,15
9773,22
9774,5
9775,46
9776,237
9777,3
9778,30
9779,4
9780,82
9781,17
9782,3
9783,4
9784,4
9785,145
9786,6
9787,5
9788,15
9789,3
9790,6
9791,14
9792,6
9793,6
9794,4
9795,31
9796,2
9797,5
9798,4
9799,5
9800,10
9801,7
9802,8
9803,10
9804,96
9805,26
9806,2
9807,1
9808,42
9809,110
9810,2
9811,7
9812,85
9813,9
9814,11
9815,12
9816,1
9817,10
9818,29
9819,4
9820,2
9821,4
9822,55
9823,7
9824,2
9825,5
9826,21
9827,13
9828,8
9829,2
9830,6
9831,6
9832,20
9833,9
9834,2
9835,1
9836,6
9837,4
9838,8
9839,34
9840,20
9841,7
9842,6
9843,3
9844,1
9845,22
9846,39
9847,8
9848,2
9849,2
9850,5
9851,12
9852,5
9853,2
9854,13
9855,2
9856,26
9857,2
9858,3
9859,13
9860,2
9861,1
9862,8
9863,1
9864,9
9865,11
9866,15
9867,5
9868,5
9869,11
9870,3
9871,1
9872,34
9873,41
9874,1
9875,5
9876,4
9877,110
9878,5
9879,33
9880,13
9881,6
9882,23
9883,78
9884,3
9885,40
9886,13
9887,12
9888,17
9889,5
9890,20
9891,16
9892,16
9893,4
9894,4
9895,5
9896,12
9897,18
9898,6
9899,6
9900,14
9901,4
9902,8
9903,24
9904,1
9905,4
9906,9
9907,22
9908,6
9909,6
9910,1
9911,6
9912,46
9913,8
9914,6
9915,11
9916,13
9917,7
9918,9
9919,5
9920,4
9921,6
9922,4
9923,15
9924,41
9925,8
9926,11
9927,2
9928,16
9929,2
9930,1
9931,4
9932,7
9933,4
9934,4
9935,8
9936,29
9937,18
9938,2
9939,6
9940,2
9941,21
9942,7
9943,12
9944,5
9945,17
9946,5
9947,10
9948,8
9949,3
9950,4
9951,3
9952,3
9953,14
9954,1
9955,6
9956,7
9957,6
9958,7
9959,2
9960,19
9961,6
9962,14
9963,3
9964,5
9965,4
9966,10
9967,2
9968,5
9969,3
9970,4
9971,5
9972,2
9973,2
9974,2
9975,3
9976,7
9977,3
9978,3
9979,1
9980,3
9981,1
9982,4
9983,1
9984,3
9985,1
9986,2
9987,96
9988,415
9989,256
9990,69
9991,278
9992,981
9993,58
9994,18
9995,555
9996,118
9997,57
9998,20
9999,9
10000,86
10001,664
10002,132
10003,698
10004,298
10005,531
10006,175
10007,37
10008,616
10009,228
10010,21
10011,378
10012,43
10013,239
10014,542
10015,338
10016,7
10017,1871
10018,356
10019,488
10020,88
10021,458
10022,24
10023,237
10024,90
10025,476
10026,552
10027,69
10028,37
10029,113
10030,312
10031,128
10032,266
10033,673
10034,242
10035,34
10036,2022
10037,780
10038,1637
10039,40
10040,133
10041,257
10042,156
10043,59
10044,38
10045,339
10046,249
10047,980
10048,238
10049,136
10050,4
10051,42
10052,40
10053,3
10054,337
10055,98
10056,141
10057,53
10058,62
10059,258
10060,627
10061,32
10062,62
10063,76
10064,409
10065,24
10066,596
10067,135
10068,5
10069,35
10070,113
10071,115
10072,105
10073,326
10074,170
10075,208
10076,191
10077,49
10078,48
10079,198
10080,49
10081,113
10082,12
10083,21
10084,12
10085,57
10086,27
10087,352
10088,147
10089,30
10090,150
10091,75
10092,67
10093,201
10094,219
10095,20
10096,111
10097,184
10098,49
10099,31
10100,78
10101,4
10102,8
10103,21
10104,203
10105,1089
10106,18
10107,63
10108,42
10109,37
10110,277
10111,175
10112,57
10113,12
10114,12
10115,53
10116,131
10117,212
10118,41
10119,75
10120,33
10121,48
10122,396
10123,88
10124,43
10125,28
10126,154
10127,41
10128,195
10129,107
10130,26
10131,249
10132,396
10133,73
10134,62
10135,77
10136,144
10137,4
10138,5
10139,39
10140,29
10141,324
10142,193
10143,215
10144,49
10145,14
10146,226
10147,126
10148,123
10149,50
10150,241
10151,110
10152,431
10153,7
10154,56
10155,76
10156,93
10157,97
10158,49
10159,22
10160,46
10161,9
10162,41
10163,270
10164,8
10165,34
10166,614
10167,153
10168,68
10169,146
10170,29
10171,18
10172,32
10173,20
10174,198
10175,17
10176,111
10177,228
10178,110
10179,17
10180,87
10181,12
10182,13
10183,30
10184,37
10185,6
10186,22
10187,83
10188,97
10189,1097
10190,37
10191,9
10192,106
10193,142
10194,2
10195,45
10196,18
10197,67
10198,36
10199,129
10200,173
10201,139
10202,125
10203,29
10204,110
10205,149
10206,81
10207,28
10208,174
10209,91
10210,142
10211,77
10212,234
10213,64
10214,32
10215,81
10216,63
10217,162
10218,6
10219,104
10220,137
10221,110
10222,12
10223,22
10224,50
10225,16
10226,49
10227,66
10228,37
10229,45
10230,17
10231,22
10232,9
10233,13
10234,64
10235,13
10236,43
10237,39
10238,35
10239,31
10240,272
10241,27
10242,192
10243,55
10244,5
10245,78
10246,28
10247,7
10248,23
10249,130
10250,52
10251,164
10252,9
10253,7
10254,28
10255,7
10256,70
10257,8
10258,8
10259,112
10260,35
10261,15
10262,17
10263,14
10264,46
10265,85
10266,9
10267,15
10268,32
10269,70
10270,27
10271,51
10272,8
10273,15
10274,117
10275,6
10276,96
10277,10
10278,6
10279,111
10280,8
10281,63
10282,44
10283,12
10284,13
10285,93
10286,7
10287,18
10288,63
10289,22
10290,111
10291,62
10292,87
10293,70
10294,17
10295,36
10296,53
10297,103
10298,31
10299,8
10300,11
10301,55
10302,48
10303,31
10304,18
10305,8
10306,107
10307,10
10308,33
10309,18
10310,5
10311,2
10312,32
10313,16
10314,87
10315,122
10316,23
10317,20
10318,119
10319,150
10320,67
10321,56
10322,21
10323,69
10324,52
10325,120
10326,48
10327,21
10328,9
10329,11
10330,55
10331,85
10332,75
10333,93
10334,27
10335,35
10336,166
10337,6
10338,26
10339,13
10340,98
10341,139
10342,125
10343,49
10344,53
10345,4
10346,91
10347,16
10348,37
10349,12
10350,132
10351,1
10352,52
10353,112
10354,56
10355,14
10356,19
10357,28
10358,65
10359,26
10360,44
10361,22
10362,26
10363,14
10364,14
10365,14
10366,53
10367,7
10368,109
10369,43
10370,51
10371,39
10372,151
10373,481
10374,106
10375,207
10376,9
10377,64
10378,12
10379,35
10380,111
10381,49
10382,108
10383,41
10384,9
10385,36
10386,82
10387,16
10388,24
10389,67
10390,44
10391,37
10392,17
10393,94
10394,62
10395,44
10396,32
10397,33
10398,26
10399,31
10400,5
10401,18
10402,13
10403,6
10404,79
10405,13
10406,35
10407,9
10408,33
10409,84
10410,50
10411,53
10412,64
10413,15
10414,9
10415,85
10416,4
10417,11
10418,47
10419,66
10420,4
10421,7
10422,20
10423,17
10424,56
10425,23
10426,38
10427,39
10428,56
10429,10
10430,4
10431,34
10432,43
10433,21
10434,154
10435,14
10436,14
10437,49
10438,1
10439,5
10440,40
10441,19
10442,15
10443,38
10444,47
10445,1
10446,59
10447,7
10448,39
10449,3
10450,8
10451,2
10452,150
10453,51
10454,60
10455,69
10456,28
10457,51
10458,11
10459,36
10460,11
10461,10
10462,71
10463,43
10464,3
10465,5
10466,12
10467,8
10468,55
10469,114
10470,32
10471,10
10472,28
10473,7
10474,17
10475,4
10476,9
10477,102
10478,13
10479,16
10480,29
10481,17
10482,49
10483,25
10484,2
10485,12
10486,33
10487,42
10488,9
10489,41
10490,25
10491,5
10492,45
10493,20
10494,9
10495,25
10496,75
10497,21
10498,15
10499,4
10500,46
10501,53
10502,8
10503,31
10504,20
10505,46
10506,7
10507,2
10508,9
10509,12
10510,100
10511,33
10512,7
10513,32
10514,6
10515,11
10516,52
10517,3
10518,46
10519,27
10520,2
10521,10
10522,80
10523,36
10524,13
10525,20
10526,16
10527,55
10528,30
10529,4
10530,13
10531,5
10532,28
10533,10
10534,31
10535,10
10536,22
10537,25
10538,13
10539,13
10540,39
10541,10
10542,15
10543,21
10544,6
10545,35
10546,9
10547,15
10548,16
10549,15
10550,13
10551,47
10552,4
10553,5
10554,8
10555,144
10556,40
10557,10
10558,73
10559,21
10560,13
10561,29
10562,15
10563,8
10564,98
10565,13
10566,5
10567,27
10568,5
10569,27
10570,28
10571,39
10572,16
10573,19
10574,32
10575,39
10576,5
10577,21
10578,35
10579,34
10580,20
10581,22
10582,8
10583,29
10584,8
10585,15
10586,4
10587,8
10588,20
10589,61
10590,23
10591,24
10592,45
10593,14
10594,8
10595,41
10596,21
10597,61
10598,5
10599,6
10600,17
10601,35
10602,19
10603,4
10604,13
10605,29
10606,24
10607,7
10608,13
10609,68
10610,2
10611,18
10612,13
10613,18
10614,5
10615,24
10616,109
10617,19
10618,11
10619,9
10620,74
10621,8
10622,14
10623,73
10624,81
10625,41
10626,35
10627,53
10628,9
10629,10
10630,53
10631,10
10632,10
10633,14
10634,23
10635,7
10636,11
10637,19
10638,21
10639,12
10640,4
10641,8
10642,5
10643,4
10644,25
10645,4
10646,28
10647,6
10648,7
10649,23
10650,10
10651,38
10652,57
10653,35
10654,17
10655,4
10656,14
10657,16
10658,11
10659,27
10660,6
10661,12
10662,39
10663,7
10664,7
10665,3
10666,4
10667,17
10668,66
10669,18
10670,8
10671,9
10672,22
10673,38
10674,2
10675,45
10676,8
10677,11
10678,21
10679,7
10680,19
10681,18
10682,20
10683,3
10684,15
10685,11
10686,7
10687,12
10688,17
10689,25
10690,17
10691,12
10692,12
10693,17
10694,20
10695,5
10696,5
10697,7
10698,13
10699,24
10700,10
10701,4
10702,12
10703,14
10704,10
10705,1
10706,10
10707,10
10708,9
10709,23
10710,8
10711,13
10712,5
10713,14
10714,13
10715,4
10716,4
10717,6
10718,5
10719,4
10720,6
10721,5
10722,12
10723,37
10724,6
10725,4
10726,19
10727,3
10728,38
10729,8
10730,12
10731,24
10732,17
10733,31
10734,12
10735,12
10736,8
10737,6
10738,6
10739,9
10740,5
10741,9
10742,9
10743,10
10744,6
10745,13
10746,4
10747,25
10748,10
10749,57
10750,6
10751,23
10752,3
10753,15
10754,10
10755,18
10756,14
10757,7
10758,16
10759,7
10760,8
10761,2
10762,2
10763,9
10764,15
10765,6
10766,5
10767,8
10768,4
10769,10
10770,5
10771,12
10772,7
10773,27
10774,15
10775,32
10776,2
10777,18
10778,10
10779,8
10780,10
10781,8
10782,5
10783,7
10784,19
10785,4
10786,12
10787,28
10788,5
10789,4
10790,5
10791,6
10792,10
10793,37
10794,5
10795,14
10796,4
10797,32
10798,15
10799,19
10800,17
10801,2
10802,3
10803,24
10804,9
10805,7
10806,7
10807,15
10808,5
10809,5
10810,7
10811,6
10812,20
10813,10
10814,6
10815,9
10816,7
10817,15
10818,8
10819,3
10820,11
10821,90
10822,2
10823,4
10824,7
10825,2
10826,6
10827,4
10828,5
10829,6
10830,7
10831,16
10832,7
10833,42
10834,8
10835,20
10836,11
10837,10
10838,4
10839,9
10840,22
10841,8
10842,18
10843,24
10844,3
10845,3
10846,14
10847,7
10848,7
10849,16
10850,19
10851,10
10852,8
10853,7
10854,5
10855,9
10856,6
10857,9
10858,8
10859,3
10860,10
10861,9
10862,1
10863,7
10864,6
10865,15
10866,96
10867,3
10868,23
10869,10
10870,4
10871,16
10872,4
10873,5
10874,5
10875,8
10876,3
10877,9
10878,5
10879,17
10880,1
10881,3
10882,5
10883,13
10884,6
10885,11
10886,2
10887,5
10888,5
10889,6
10890,2
10891,7
10892,17
10893,10
10894,15
10895,4
10896,8
10897,14
10898,22
10899,7
10900,6
10901,14
10902,5
10903,2
10904,11
10905,12
10906,13
10907,5
10908,13
10909,6
10910,2
10911,7
10912,9
10913,12
10914,2
10915,6
10916,5
10917,7
10918,18
10919,28
10920,4
10921,5
10922,6
10923,4
10924,18
10925,5
10926,14
10927,4
10928,40
10929,7
10930,3
10931,3
10932,2
10933,5
10934,4
10935,13
10936,24
10937,3
10938,6
10939,6
10940,29
10941,6
10942,5
10943,14
10944,2
10945,6
10946,5
10947,16
10948,3
10949,6
10950,8
10951,6
10952,3
10953,12
10954,15
10955,4
10956,19
10957,17
10958,12
10959,11
10960,25
10961,2
10962,7
10963,2
10964,7
10965,3
10966,9
10967,8
10968,6
10969,3
10970,6
10971,4
10972,5
10973,4
10974,2
10975,3
10976,6
10977,11
10978,15
10979,1
10980,16
10981,2
10982,3
10983,4
10984,8
10985,6
10986,12
10987,17
10988,11
10989,7
10990,10
10991,7
10992,6
10993,4
10994,8
10995,19
10996,10
10997,5
10998,4
10999,9
11000,2
11001,9
11002,7
11003,6
11004,11
11005,10
11006,1
11007,2
11008,4
11009,5
11010,6
11011,5
11012,16
11013,3
11014,7
11015,4
11016,3
11017,4
11018,21
11019,4
11020,3
11021,9
11022,1
11023,4
11024,7
11025,3
11026,19
11027,3
11028,3
11029,10
11030,5
11031,36
11032,4
11033,1
11034,6
11035,4
11036,4
11037,4
11038,3
11039,4
11040,1
11041,12
11042,3
11043,12
11044,4
11045,5
11046,2
11047,4
11048,7
11049,4
11050,9
11051,13
11052,4
11053,5
11054,2
11055,12
11056,10
11057,2
11058,8
11059,7
11060,7
11061,6
11062,1
11063,6
11064,6
11065,3
11066,3
11067,5
11068,4
11069,5
11070,3
11071,2
11072,3
11073,4
11074,2
11075,32
11076,6
11077,6
11078,3
11079,1
11080,4
11081,4
11082,19
11083,2
11084,11
11085,8
11086,34
11087,14
11088,9
11089,20
11090,2
11091,11
11092,15
11093,8
11094,16
11095,8
11096,3
11097,7
11098,6
11099,2
11100,16
11101,1
11102,2
11103,9
11104,10
11105,5
11106,8
11107,4
11108,12
11109,6
11110,11
11111,26
11112,6
11113,4
11114,4
11115,15
11116,1
11117,4
11118,6
11119,2
11120,2
11121,5
11122,14
11123,5
11124,4
11125,4
11126,4
11127,7
11128,5
11129,5
11130,5
11131,5
11132,37
11133,5
11134,21
11135,78
11136,9
11137,1
11138,18
11139,13
11140,5
11141,4
11142,30
11143,6
11144,2
11145,12
11146,5
11147,3
11148,1
11149,166
11150,2
11151,12
11152,11
11153,26
11154,49
11155,17
11156,17
11157,6
11158,6
11159,3
11160,1
11161,18
11162,4
11163,2
11164,12
11165,6
11166,3
11167,2
11168,8
11169,4
11170,11
11171,5
11172,20
11173,40
11174,1
11175,4
11176,44
11177,18
11178,29
11179,117
11180,5
11181,40
11182,3
11183,40
11184,2
11185,7
11186,2
11187,37
11188,2
11189,2
11190,5
11191,6
11192,6
11193,4
11194,3
11195,33
11196,36
11197,2
11198,6
11199,6
11200,53
11201,5
11202,11
11203,3
11204,5
11205,26
11206,71
11207,43
11208,21
11209,5
11210,5
11211,5
11212,6
11213,7
11214,3
11215,10
11216,5
11217,7
11218,3
11219,3
11220,33
11221,5
11222,8
11223,6
11224,22
11225,3
11226,29
11227,48
11228,39
11229,4
11230,9
11231,4
11232,11
11233,17
11234,8
11235,18
11236,6
11237,5
11238,3
11239,5
11240,115
11241,30
11242,43
11243,5
11244,24
11245,5
11246,43
11247,6
11248,12
11249,1
11250,12
11251,11
11252,11
11253,4
11254,4
11255,2
11256,8
11257,2
11258,4
11259,5
11260,6
11261,25
11262,10
11263,6
11264,7
11265,6
11266,53
11267,14
11268,3
11269,12
11270,2
11271,3
11272,5
11273,2
11274,5
11275,3
11276,6
11277,2
11278,10
11279,1
11280,127
11281,6
11282,4
11283,1
11284,5
11285,1
11286,5
11287,4
11288,1
11289,6
11290,4
11291,5
11292,5
11293,2
11294,5
11295,5
11296,1
11297,2
11298,37
11299,6
11300,9
11301,6
11302,6
11303,3
11304,2
11305,7
11306,2
11307,37
11308,11
11309,11
11310,5
11311,4
11312,3
11313,5
11314,56
11315,5
11316,113
11317,48
11318,22
11319,14
11320,10
11321,8
11322,30
11323,2
11324,8
11325,7
11326,10
11327,5
11328,28
11329,1
11330,7
11331,18
11332,16
11333,4
11334,9
11335,13
11336,12
11337,8
11338,1
11339,3
11340,5
11341,5
11342,3
11343,37
11344,3
11345,5
11346,8
11347,27
11348,7
11349,6
11350,4
11351,9
11352,4
11353,5
11354,5
11355,2
11356,14
11357,25
11358,22
11359,2
11360,7
11361,16
11362,4
11363,2
11364,8
11365,9
11366,11
11367,5
11368,19
11369,7
11370,14
11371,5
11372,5
11373,7
11374,7
11375,8
11376,8
11377,13
11378,6
11379,2
11380,5
11381,4
11382,10
11383,7
11384,5
